id,frame,q,a,eq,ea
108,24,서계가 뭐예요?,조선시대 일본과 내왕한 공식외교문서라네,What is Seogye?,It is an official diplomatic document exchanged between Japan and Joseon.
109,24,서계 문제가 뭔가요?,"일본의 사절 대표가 일방적으로 관직과 호칭을 바꾼 점이나, 황제란 용어를 사용하고… 일본이 그동안의 외교전례를 따르지 않았기에 우리 조선이 일본이 보낸 서계를 접수하지 않았네 이것때문에 두 나라 사이에 긴장감이 돌았지",What is Seogye Issue?,"The Japanese envoy representative unilaterally changed the title and office and used the term emperor. As Japan did not follow diplomatic procedures, Joseon did not accept Seogye from Japan. This caused tension between the two countries."
110,35,정한론이 뭐예요?,일본내에서 우리 조선을 정벌하자는 주장이 있었다는 군,What is Jeonghannon (Debate of Conquering Korea)?,It seems that there had been a claim in Japan to conquer Korea.
111,20,정한론이 현실화 되었나요?,처음에는 아직 이르다고 하면서 이를 저지한 사람이 있었다는데.. 그가 오히려 나중에 우리 조선의 주권을 빼앗을 줄이야… 이토..히로부미,Was Jonghannon fulfilled?,"At first, there was someone who tried to stop it by saying it was still too early... But that same person took away the sovereignty of Korea later... It’s Ito Hirobumi."
112,35,강화도 조약을 체결했을 당시 무슨 일들이 있었나요?,일본인 운요호를 강화도 앞바다로 끌고와서 무력시위를 했네. 그결과 강화도 조약을 체결하도록 했지,What happened when Treaty of Ganghwa of 1876 was signed?,"The Japanese warship Unyo was dragged off to Ganghwado Island's coast, and we conducted an armed demonstration. As a result, Treaty of Ganghwa of 1876 was signed."
113,20,운요호가 뭔가요?,일본의 군함이라네,What is Unyoho?,It is a Japanese warship called Unyo.
114,17,해국도지가 뭔가요?,"세계각국의 지리, 역사, 국방들을 저술한 책이라더군, 서양의 제도도 설명한 책이라던데 ",What is Haegukdoji?,"It’s an encyclopedia about the world’s geography, history, and national defense. It also explains the Western system. "
115,20,영환지략은 뭔가요?,세계각국의 지리서라네. 해국도지와 같이 우리 조선에 소개되면서 개화파 형성에 영향을 주었다는 군,What is Yeonghwanjiryak?,"It's a map book from all over the world. Like Haegukdoji, it was introduced to Korea and influenced the formation of the Enlightenment Party."
116,2,박규수는 강화도 조약에 어떤 역할을 했나요?,일본의 세력이 커지자 일본과의 국교재개론을 주장했는데 변하는 국제상황을 고려해 그의주장을 받아들이기로 했네,What role did Park Gyu-su play in Treaty of Ganghwa of 1876?,"As Japan's power grew, he insisted on the reestablishment of diplomatic relations with Japan. In consideration of the changing international situation, we accepted his argument."
117,20,강화도 조약 체결시 반대하는 사람은 없었나요?,일본과의 새로운 관계를 규정한다고 하면 문제가 생길것을 고려해 옛날의 우호를 다시 세운다는 표현을 사용했지…,Was there any objection when Treaty of Ganghwa of 1876 was signed?,"Problems would have arisen if we had defined our relationship with Japan as renewed. Therefore, we used the expression “to re-establish old friendships.”"
118,20,강화도 조약은 어떤 의미가 있어요?,우리 조선이 근대 국제법상 처음으로 외국과 체결한 조약이라는 의미가 있지.,What significance does Treaty of Ganghwa of 1876 have?,It's meaningful in that it was Joseon's first treaty signed with a foreign country under modern international law.
119,20,강화도 조약의 내용 중 첫번째 내용은 뭔가요?,제1관에서 조선이 자주국임을 강조했으나 사실 훗날 생각해보면 청의 영향을을 배제하기 위해 일본이 우리 조선을 침략하려는 의도가 담긴게 아닌가 싶은 생각이 드는군,What is the first content of Treaty of Ganghwa of 1876?,"The first sub-section emphasized that Joseon was an independent country. But when I look back, I wonder if Japan had included this part with the intention of invading Korea and excluding the influence of Qing."
120,25,강화도 조약에서 거류지를 설정한다고 하는데 거류지가 뭔가요?,"외국상인이 머물수 있는 공간을 말하네, 한마디로 개항을 하는 항구지",Treaty of Ganghwa of 1876 mentions the setting of Georyuji. What exactly is Georyuji?,"It refers to a place where foreign merchants can stay. In other words, it's a port opened to foreign trade."
121,41,강화도 조약으로  개항한 항구가 어디에요?,"부산, 원산, 인천이라네",Which port was opened to foreign trade under Treaty of Ganghwa of 1876?,"They are Busan, Wonsan, and Incheon."
122,20,강화도 조약때 왜 부산을 개항했나요?,일본과 거리상으로 가장 가까운 곳이기에 경제적인 목적이 있지,Why did you open Busan to foreign trade when establishing Treaty of Ganghwa of 1876?,"It was the closest city to Japan, so the goal was economic benefits."
123,30,강화도 조약때 왜 원산을 개항했나요?,러시아와 가까운 곳이기에 군사적인 목적이 있지,Why did you open Wonssan to foreign trade when establishing Treaty of Ganghwa of 1876?,"It was closest to Russia, so the aim was a military advantage."
124,15,강화도 조약때 왜 인천을 개항했나요?,한양과 가까운 도시이니 아무래도 일본에서는 정치적인 목적이 있지 않았나 싶네,Why did you open Incheon to foreign trade when establishing Treaty of Ganghwa of 1876?,"It was the closest city to Hanyang, so Japan had probably sought a political advantage."
125,32,치외법권이 뭔가요?,"외국인이 다른 나라에서 범죄를 저지르면 그 나라의 법을 적용받는 것이나 본래 자기 나라의 법을 적용받는 것이지, 외교관은 이것이 가능하네",What is Chioebeopgwon (Extraterritorial Rights)?,"It refers to a special legal application. For example, when a foreigner commits a crime in another country, he is usually subject to the laws of his residing country. However, with Chioebeopgwon, diplomats were entitled to the subjection of laws of their own country."
126,26,치외법권이 왜 불평등적 요소예요?, 치외법권은 외교관에게만 적용되는데 일반인도 해당이 되니 국력의 차이에서 오는 문제점이 부각되니 불평등적 요소가 될수 있는 것이지…,Why is Chioebeopgwon (Extraterritorial Rights) considered an unequal right?,"Chioebeopgwon (Extraterritorial Rights) is usually only applied to diplomats. However, in this case, it was expanded to cover all citizens. Such an expansion comes from the difference in national powers and becomes an unequal right."
127,30,강화도 조약으로 개항장에서는 다른 문제가 없나요?,이때 일본화폐를 조선에서 자유롭게 사용할수 있게 했네… 이럴경우 혼란이 생길수 있는데 이 역시도 문제가 될수 있는것이지,Did ports open to foreign trade experience any issues after signing Treaty of Ganghwa of 1876?,People were allowed to use Japanese currency freely in Joseon. Such practice could incur confusion and could potentially be problematic.
128,30,관세가 뭐예요?,다른나라의 물건이 수입되면 본국의 산업을 보호하기 위해 수입품에 세금을 부과하는 것이라네 ,What is Gwanse (tariff)?,"When goods from other countries are imported, Gwanse (tariffs) is levied on the imported goods to protect the industries of the home country. "
129,30,무관세가 왜 문제가 되요?,당시에는 일본상품이 아무래도 품질이 좋은데 품질좋은 일본상품이 저렴하게 유통되면 우리 조선의 상품이 피해를 입게 되지..,Why does non-Gwanse (tariff) become a problem? ,"Japanese products were of high quality, and if high-quality Japanese products are distributed inexpensively, Korean products could suffer a blow."
130,55,강화도 조약에 반발한 사람은 없나요?,"최익현을 비롯한 수많은 유생들이 반대 상소를 올렸네, 이에 흑산도로 유배를 보냈지",Were there any who filed an objection to Treaty of Ganghwa of 1876?,"Many Yusaeng (Confucian Scholars of Joseon), including Choi Ik-hyun filed an appeal, but they were sent an exile to Heuksando."
131,20,강화도 조약으로 일본인들이 많이 조선에 들어왔나요? ,일본외교관은 개항장이 아닌 내지로의 여행이 자유롭게 허가가 되었다네,Did Treaty of Ganghwa of 1876 invite the influx of Japanese to Joseon? ,Japanese diplomats were privileged to travel outside of the designated ports for trade.
132,35,강화도 조약의 내용이 잘못되었다면 수정할순 없나요?,조약의 12관에 수정할 수 없도록 했네….. (하지만 나중에 다시 수정을 했지..ㅠ),"If some parts of Treaty of Ganghwa of 1876 had been inappropriate, could we not have corrected it?","Sub-subjection 12 stated that no parties could make amendments. (However, some portions were corrected later)"
133,43,강화도 조약의 내용이 부족한 부분은 어떻게 보완했나요?,경제적인 내용은 조일무역규칙을 통해 따로 합의를 보았네,How did you supplement inadequate parts of Treaty of Ganghwa of 1876?,Details pertaining to the economy were agreed separately through Korea-Japan Trade Rules.
134,15,조일무역규칙의 내용은 무엇인가요?,"양곡의 무제한 유출 허용, 무관세 조약, 무항세 조약이 대표적이네",What were included in Joseon-Japan Trade Rules?,"The unlimited outflow of grains, tariff-free treaty, and port-duty-free treaty were some of them."
135,50,조일무역규칙에서 양곡의 무제한 유출은 무슨뜻인가요?,조선에서 일본으로 양곡(쌀이나 잡곡 등)을 제한없이 수출할 수 있다는 내용이네,What exactly is the meaning of the unlimited outflow of grains mentioned in Korea-Japan Trade Rules?,"It means that you can export grains (rice, miscellaneous grains and cereals, etc.) from Joseon to Japan without restrictions."
